time,location,account,message,cat,cat_type
2020-04-09 07:08:00,West Parton,WileyBananaCharles,Two reservoirs upstream discharged large volumes of water will be improved until at least 214 people to start up the foul smelling black detritus around them.,Water,resource
2020-04-09 07:09:00,Chapparal,LazyGozaCar27,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:10:00,Northwest,CuriousCarLevi_Taylor,re: My neighborís going to try to drive and chedck up on her office. Asked her to check the shelter too! Please donate animal food and bedding if you have extra! #donate,Shelter,resource
2020-04-09 07:10:00,Oak Willow,RacesMaryDog,re: I'm getting out of here caravan to jade bridge is already forming from old town park @GluedtotheToob,Transportation,resource
2020-04-09 07:10:00,West Parton,CleverPlateSteinke,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 07:12:00,Scenic Vista,DarkStellaCar,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:12:00,Cheddarford,FleetCouchTolbert,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 07:12:00,Weston,Elizabeth75,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:12:00,Southwest,DarkPrattisPlate,Roads are either flooded or crumbling to pieces!,Flooding,event
2020-04-09 07:13:00,Old Town,CuriousPlateAngela,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 07:13:00,Safe Town,Sharon_BrancoCat13,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:14:00,Terrapin Springs,AttentativeKBowl,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:15:00,Southton,WatchesJeffreyCat,"I dont get it, our power is still out and we didnt even get hit that hard. @WatchesJeffreyCat",Energy,resource
2020-04-09 07:16:00,Southwest,CleverIcecreamGreene,The bike lane is the only lane that wasn't damaged on North,Transportation,resource
2020-04-09 07:16:00,Scenic Vista,FuriousHouseAvery,If he also not mistaken we're sitting right next 2 a nuclear reactor fuel rods are 2 very different creatures...,Energy,resource
2020-04-09 07:17:00,Northwest,DarkBowlBarbara,re: I'm getting out of here caravan to jade bridge is already forming from old town park @GluedtotheToob,Transportation,resource
2020-04-09 07:17:00,Southwest,LGuapoGray,re: Jade is now my favorite bridge.,Transportation,resource
2020-04-09 07:18:00,Pepper Mill,Tisdale14,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 07:18:00,Cheddarford,DarkHudspethCar1967,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:19:00,Old Town,J1960Barnes,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 07:19:00,Weston,Doris1976,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:21:00,Southton,CuriousSchramBowl,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:22:00,Old Town,CandidEscobarBowl2016,Contruction upgranytyingding bridgesies to eanytyingrthquanytyingke stanytyingndanytyingrds in anytyingnything - How Manytyingny he Hanytyingve anytyingn Planytyingn?,Transportation,resource
2020-04-09 07:22:00,Southton,CandidBlendenPlate,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:23:00,Southwest,TallDekanyCandy,The temporary animal shelter by the restaurant's power is out!,Energy,resource
2020-04-09 07:23:00,Southton,Charles2000,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:23:00,Southton,CleverScottIcecream,re: Jade Bridge is open but limited to one lane in each @CuriousPlateAngela direction for now,Transportation,resource
2020-04-09 07:24:00,East Parton,Lyda_NyeDog41,"re:  Yes! Jade Bridge is open. Not my favorite, but it'll do",Transportation,resource
2020-04-09 07:24:00,Southton,GertieHorse74,NEWS: 2 injured in school bus on in multi car crash,Medical,resource
2020-04-09 07:24:00,Cheddarford,FearsTheodoreLion,re: Jade is now my favorite bridge.,Transportation,resource
2020-04-09 07:25:00,West Parton,JohnTallBrennan,re:  Nobody's dying. it's just a little shaking. You guys don't know what a *real* earthquake feels like.,Earthquake,event
2020-04-09 07:25:00,Southton,ACuriousWurzbacher,they powerlines on bus line: they it bound approaching he anyone anyone it anything they something something And anyone,Energy,resource
2020-04-09 07:25:00,Old Town,WatchesCottrellBear,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:25:00,Broadview,KimberlyFleetWillis,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:26:00,Southwest,TallDekanyCandy,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:26:00,Weston,WatchesDebbie_JacksonLion,Finally made iteh teho tehhe fronteh of tehhe outeh house line! #MakesItfronteh,Shelter,resource
2020-04-09 07:26:00,Broadview,CuriousCarCarrie_Sanders,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:26:00,Safe Town,RunsCalebOctopus,they he he anything it <-Reprocessing nuclear waste and need for water to run the plant. #MakesItplant,Water,resource
2020-04-09 07:26:00,Scenic Vista,FastFortIcecream,The pharmacy by the Elementary School's power is out!,Energy,resource
2020-04-09 07:29:00,Southwest,DarkCCandy10,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:29:00,Southwest,BridgetTallB,re: I'm getting out of here caravan to jade bridge is already forming from old town park @GluedtotheToob,Transportation,resource
2020-04-09 07:30:00,Chapparal,FleetHughesPlate,someone something something On someone he structural integrity anything failure: problems inspections damages defects testing repair they it crews have evacuated up to 30 parseengers who were tr...,Medical,resource
2020-04-09 07:31:00,Broadview,DarkCarRick_Sato,re: My friend Julia said there were 234 fatalities!,Medical,resource
2020-04-09 07:31:00,Southton,WatchesCristHorse,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:31:00,Chapparal,WatchesTimothy_LangfordWhale,re: My uncle worked in the house that collapsed and isn't answering @SBusyJames their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:31:00,Northwest,ObnoxiousBananaRosemary,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:32:00,Broadview,FastGCar,My friend Louisa said there were 11 fatalities!,Medical,resource
2020-04-09 07:32:00,Weston,FearsGlazeMouse,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:32:00,Weston,FuriousTwiggsCar1987,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:33:00,Broadview,BenjaminWhale23,"re: I dont get it, our power is still out and we didnt even get hit that hard. @WatchesJeffreyCat",Energy,resource
2020-04-09 07:33:00,Terrapin Springs,Wendell_Walker2012,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:33:00,Broadview,CuriousKatherynBanana,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:33:00,Broadview,RunsWaltersDog,re: My uncle worked in the house that collapsed and isn't answering @SBusyJames their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:34:00,Northwest,BusyBBanana81,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:34:00,Oak Willow,CuriousJBread,"arseessment missions by government authorities were conducted to identify new drilling sites, a contactor was engaged to drill boreholes and, where necessary, truck water.",Water,resource
2020-04-09 07:35:00,Weston,CandidLightJarrod,"I keep seeing the power trucks drive by, but nothing seems to be chaning.  Are they out test driving?",Energy,resource
2020-04-09 07:35:00,Downtown,Johnson2008,re: Two reservoirs upstream discharged large volumes of water will be improved until at least 214 people to start up the foul smelling black detritus around them.,Water,resource
2020-04-09 07:36:00,Weston,Della_FarnsworthDog1964,"re: I dont get it, our power is still out and we didnt even get hit that hard. @WatchesJeffreyCat",Energy,resource
2020-04-09 07:37:00,Southton,Christopher_BednarczykDog53,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:38:00,Old Town,TallWCouch,re: My grandpa worked in the neighborhood that collapsed and isn't answering their phone. Tell them to call me if you see them!,Shelter,resource
2020-04-09 07:38:00,Southton,Charlotte1957,Sewage collecting in between pipes! Gross,Water,resource
2020-04-09 07:39:00,Scenic Vista,FamousGPlate46,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:39:00,Downtown,WileyKyleCandy,"re: I dont get it, our power is still out and we didnt even get hit that hard. @WatchesJeffreyCat",Energy,resource
2020-04-09 07:39:00,Southton,EvelynHorse29,re: Two reservoirs upstream discharged large volumes of water will be improved until at least 214 people to start up the foul smelling black detritus around them.,Water,resource
2020-04-09 07:40:00,West Parton,FamousGainsBowl,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:41:00,Broadview,James_Martinez2012,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:42:00,Downtown,CuriousWhitedIcecream1959,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:43:00,Northwest,HoldsShirley_JacksonWhale,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
2020-04-09 07:43:00,Northwest,HoldsBettyWhale,re: My husband heard from their children that the city's evacuating.,Medical,resource
2020-04-09 07:44:00,Weston,Brooke78,Rolling sandunes the gentle lapping of the accident......who was the owner of the sea the call of gulls and a nuclear reactor,Energy,resource
2020-04-09 07:44:00,Weston,ObnoxiousBananaBurke,"re: City EOC Press Conference; Electrical power has been restored to approximately 80% of the city. Internet service is also restored to most of the city. As we have seen in other disasters, the cell system is pretty resilient. Our biggest challenge is too many people using the internet, especially around rescue scenes. Stop overloading the net, stop uploading photos and videos, use it only for essential communication for now.",Energy,resource
